Name,Height,Weight,Preferred Foot,Birth Date,Age,Preferred Positions,OVR,POT,Value,Wage,GK Reflexes,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeper
Aleš Mandous ,188 cm,85 kg,Left,"April 21, 1992",31,GK,74,74,2200000.0,11.5,75,24.5,11.5,30.5,26.333333333333332,35.714285714285715,16.375,74.8
Alexander Prass ,180 cm,72 kg,Left,"May 26, 2001",22,"CM, LM",74,83,4900000.0,14.0,13,74.0,67.5,72.0,73.33333333333333,76.0,64.125,11.0
Raphael Onyedika ,184 cm,79 kg,Right,"April 19, 2001",22,"CDM, CM",74,85,4400000.0,15.5,11,70.0,70.0,69.5,63.666666666666664,75.28571428571429,57.25,10.0
Levi Colwill ,187 cm,80 kg,Left,"Feb. 26, 2003",20,CB,74,84,4100000.0,47.0,14,69.5,76.0,64.16666666666667,64.0,70.0,41.625,12.2
Martin Baturina ,172 cm,68 kg,Right,"Feb. 16, 2003",20,"CM, CAM",74,86,4700000.0,11.5,6,82.5,59.0,68.33333333333333,74.0,72.28571428571429,66.25,7.0
Zeki Amdouni ,185 cm,79 kg,Right,"Dec. 4, 2000",23,"ST, CAM",74,83,5000000.0,37.0,14,76.5,43.5,67.33333333333333,66.66666666666667,72.71428571428571,67.375,10.2
Daniel Figueira ,189 cm,82 kg,Right,"July 20, 1998",25,GK,74,80,3600000.0,5.1,76,16.0,13.0,33.333333333333336,19.333333333333332,39.57142857142857,16.375,72.2
Sergi Cardona ,186 cm,76 kg,Left,"July 8, 1999",24,"LB, LM",74,80,4400000.0,13.5,7,63.5,74.5,59.0,63.666666666666664,73.57142857142857,44.25,10.0
Sam Beukema ,188 cm,77 kg,Right,"Nov. 17, 1998",25,CB,74,81,4200000.0,21.0,13,62.0,73.5,66.0,61.0,64.71428571428571,54.0,9.8
Edoardo Bove ,179 cm,75 kg,Right,"May 16, 2002",21,CM,74,85,4900000.0,34.0,7,75.0,75.5,75.66666666666667,69.0,69.14285714285714,59.5,8.2
Tino Livramento ,181 cm,71 kg,Right,"Nov. 12, 2002",21,RB,74,83,4300000.0,47.0,13,73.5,72.5,67.0,66.33333333333333,70.42857142857143,49.25,11.2
Maxime Estève ,193 cm,87 kg,Left,"May 26, 2002",21,CB,74,82,4400000.0,13.5,11,56.5,74.5,58.833333333333336,56.333333333333336,61.0,40.0,11.6
Miguel Gutiérrez ,180 cm,73 kg,Left,"July 27, 2001",22,"LB, LWB",74,84,4500000.0,14.5,10,75.0,71.0,64.33333333333333,72.0,74.0,52.0,9.6
Tasos Douvikas ,186 cm,76 kg,Right,"Aug. 2, 1999",24,ST,74,81,4900000.0,19.0,8,73.5,27.5,62.0,64.0,77.42857142857143,65.625,10.6
Kevin Mier ,190 cm,73 kg,Right,"May 18, 2000",23,GK,74,82,3600000.0,9.3,77,14.5,11.5,32.0,18.0,44.42857142857143,17.25,72.0
Iliman Ndiaye ,180 cm,70 kg,Right,"March 6, 2000",23,"ST, CAM",74,81,4900000.0,29.5,8,79.5,27.0,64.83333333333333,58.666666666666664,78.28571428571429,66.625,9.2
Francisco Conceição ,168 cm,61 kg,Left,"Dec. 14, 2002",20,"RM, RW, LW",74,84,4800000.0,10.5,14,81.0,35.0,56.666666666666664,69.0,69.57142857142857,56.375,10.2
Anass Zaroury ,178 cm,68 kg,Right,"Nov. 7, 2000",23,"LM, ST",74,83,5000000.0,34.0,6,75.5,24.5,59.833333333333336,68.33333333333333,77.0,61.625,9.6
Mingueza ,184 cm,75 kg,Right,"May 13, 1999",24,"RB, CB",74,80,4400000.0,15.5,13,64.0,71.0,65.5,69.33333333333333,72.42857142857143,42.25,11.0
Evan Ferguson ,188 cm,75 kg,Right,"Oct. 19, 2004",19,ST,74,86,4500000.0,22.0,11,71.5,13.5,60.0,57.0,71.0,63.5,10.8
Terrats ,181 cm,71 kg,Left,"Oct. 18, 2000",23,"CM, CDM, CB",74,81,4900000.0,22.5,11,72.0,73.0,69.83333333333333,68.33333333333333,64.57142857142857,54.625,9.4
Fabian Rieder ,179 cm,74 kg,Left,"Feb. 16, 2002",21,"CAM, CM",74,84,5000000.0,26.5,11,74.5,56.0,66.16666666666667,67.66666666666667,73.71428571428571,63.75,11.6
Mourad Batna ,185 cm,76 kg,Left,"June 27, 1990",33,RW,74,74,2600000.0,27.5,10,77.5,32.5,63.333333333333336,71.33333333333333,73.57142857142857,73.875,9.8
David Costa ,168 cm,64 kg,Left,"Jan. 5, 2001",22,LW,74,80,5000000.0,27.5,10,80.5,32.5,60.5,66.0,64.0,59.375,8.6
Andrea Cambiaso ,183 cm,72 kg,Left,"Feb. 20, 2000",23,"LB, LWB, LM",74,83,4400000.0,55.0,13,76.0,72.5,68.16666666666667,71.33333333333333,67.71428571428571,55.625,10.6
Wilfried Gnonto ,169 cm,71 kg,Right,"Nov. 5, 2003",20,"LM, RM, ST",74,84,4600000.0,20.5,13,80.0,20.0,59.666666666666664,64.66666666666667,79.28571428571429,62.5,10.6
Luiz Júnior ,194 cm,88 kg,Right,"Jan. 14, 2001",22,GK,74,83,3700000.0,5.6,75,14.0,11.0,32.333333333333336,19.333333333333332,38.42857142857143,15.625,72.8
Luka Sučić ,185 cm,77 kg,Left,"Sept. 8, 2002",21,"CAM, CM",74,84,4800000.0,12.5,7,75.5,47.0,66.0,73.66666666666667,70.85714285714286,70.125,11.0
Toti Gomes ,187 cm,72 kg,Left,"Jan. 16, 1999",24,"CB, LB",74,81,4200000.0,38.0,10,62.0,74.5,69.0,64.66666666666667,71.28571428571429,49.125,8.8
Sebastián Meza ,185 cm,82 kg,Right,"March 14, 2000",23,GK,74,82,3600000.0,7.8,75,15.5,14.5,30.833333333333332,21.333333333333332,43.142857142857146,18.25,73.6
Kanya Fujimoto ,176 cm,68 kg,Left,"July 1, 1999",24,"CAM, CM",74,81,4900000.0,9.5,14,75.5,59.5,65.5,72.0,69.28571428571429,62.625,11.8
Sinaly Diomandé ,184 cm,74 kg,Right,"April 9, 2001",22,CB,74,78,4400000.0,22.5,8,58.0,73.5,65.16666666666667,60.333333333333336,67.28571428571429,51.625,10.0
Tiago Tomás ,180 cm,78 kg,Right,"June 16, 2002",21,"ST, RW",74,82,5000000.0,29.0,7,77.5,33.0,61.833333333333336,56.333333333333336,79.0,65.0,10.2
Eric Martel ,188 cm,81 kg,Right,"April 29, 2002",21,"CDM, CB",74,84,4400000.0,15.5,15,69.5,74.5,67.33333333333333,62.0,72.14285714285714,48.375,9.6
Malik Tillman ,187 cm,71 kg,Right,"May 28, 2002",21,"CAM, CM, ST",74,83,5000000.0,31.0,9,78.5,58.0,66.66666666666667,66.33333333333333,77.28571428571429,61.5,10.4
Fábio Carvalho ,170 cm,66 kg,Right,"Aug. 30, 2002",21,"CAM, CM, LM",74,85,4800000.0,55.0,10,77.0,40.5,62.166666666666664,66.33333333333333,70.28571428571429,59.375,9.4
Willian Pacho ,186 cm,81 kg,Left,"Oct. 16, 2001",22,CB,74,84,4400000.0,19.5,10,58.5,76.5,61.166666666666664,60.333333333333336,75.14285714285714,37.375,11.2
Kamaldeen Sulemana ,175 cm,70 kg,Right,"Feb. 15, 2002",21,"LW, LM, ST",74,82,5000000.0,30.0,14,78.5,25.0,58.166666666666664,63.666666666666664,79.28571428571429,62.625,10.4
Jean Onana ,189 cm,85 kg,Right,"Jan. 8, 2000",23,"CM, CDM",74,79,4800000.0,19.0,9,73.5,68.5,73.33333333333333,70.0,65.57142857142857,62.625,11.8
Ramón Sosa ,178 cm,76 kg,Right,"Aug. 31, 1999",24,"LM, RM",74,80,4900000.0,12.0,6,75.5,49.5,65.0,69.0,71.14285714285714,54.125,8.6
Samú Costa ,185 cm,84 kg,Left,"Nov. 27, 2000",23,"CDM, CM",74,82,4400000.0,17.0,9,68.5,71.0,68.66666666666667,68.33333333333333,67.85714285714286,57.125,9.6
José Andrés Martínez ,176 cm,69 kg,Right,"Aug. 7, 1994",29,CDM,74,74,3700000.0,7.6,8,72.5,73.5,62.666666666666664,61.666666666666664,75.28571428571429,42.5,9.2
Georges Mikautadze ,176 cm,71 kg,Right,"Oct. 31, 2000",23,ST,74,83,5000000.0,13.5,7,77.0,39.0,63.833333333333336,69.33333333333333,77.42857142857143,71.75,8.4
Melvin Bard ,173 cm,65 kg,Left,"Nov. 6, 2000",23,"LB, LWB",74,79,4500000.0,26.0,14,74.0,71.5,68.33333333333333,70.66666666666667,73.14285714285714,50.75,10.0
Mostafa Mohamed ,185 cm,78 kg,Right,"Nov. 28, 1997",26,ST,74,77,4800000.0,21.5,7,70.0,29.0,61.166666666666664,55.333333333333336,76.0,68.125,9.8
Amad Diallo ,173 cm,67 kg,Left,"July 11, 2002",21,"RW, CAM",74,84,4800000.0,65.0,6,78.5,23.5,55.666666666666664,61.333333333333336,74.28571428571429,63.0,10.6
Lukáš Provod ,191 cm,85 kg,Left,"Oct. 23, 1996",27,"LM, CM",74,75,4600000.0,17.5,15,74.5,65.5,72.66666666666667,74.66666666666667,76.28571428571429,71.375,10.2
Raúl García ,192 cm,70 kg,Right,"Nov. 3, 2000",23,ST,74,82,5000000.0,22.0,6,75.5,22.5,57.833333333333336,57.666666666666664,65.85714285714286,67.875,10.4
Hernán Galíndez ,189 cm,90 kg,Right,"March 30, 1987",36,GK,74,74,110000.0,7.3,74,17.0,12.5,37.833333333333336,22.0,42.857142857142854,18.625,73.4
Richard Schunke ,185 cm,78 kg,Right,"Nov. 26, 1991",32,CB,74,74,2900000.0,14.0,14,57.0,72.0,56.166666666666664,56.666666666666664,66.71428571428571,39.875,13.0
Yunus Musah ,178 cm,75 kg,Right,"Nov. 29, 2002",21,"CM, RM",74,83,4700000.0,34.0,10,77.5,68.5,71.83333333333333,71.33333333333333,74.42857142857143,60.625,10.2
Nico Melamed ,173 cm,68 kg,Right,"April 11, 2001",22,"CAM, LM, RM",74,82,5000000.0,8.7,11,76.0,37.5,64.66666666666667,75.33333333333333,71.71428571428571,65.125,10.4
Taylor Harwood-Bellis ,188 cm,73 kg,Right,"Jan. 30, 2002",21,CB,74,83,4400000.0,55.0,14,66.0,73.5,64.33333333333333,62.333333333333336,68.0,43.125,10.2
Joris Chotard ,179 cm,70 kg,Right,"Sept. 24, 2001",22,"CDM, CM",74,80,4400000.0,13.5,10,74.5,69.5,71.33333333333333,73.0,68.57142857142857,55.25,9.6
Anthony Rouault ,186 cm,77 kg,Right,"May 29, 2001",22,CB,74,82,4400000.0,16.0,8,55.5,75.0,62.833333333333336,65.0,64.14285714285714,39.625,11.2
Manu Sánchez ,171 cm,66 kg,Left,"Aug. 24, 2000",23,"LB, LWB, LM",74,82,4500000.0,15.5,6,69.0,76.5,63.333333333333336,64.0,68.71428571428571,44.375,8.0
Rıdvan Yılmaz ,174 cm,60 kg,Left,"May 21, 2001",22,LB,74,82,4500000.0,33.0,13,75.0,67.5,66.33333333333333,69.0,76.71428571428571,52.375,11.6
Daniel Bragança ,178 cm,71 kg,Left,"May 27, 1999",24,CM,74,81,4800000.0,10.5,11,77.5,68.5,70.0,74.0,76.28571428571429,64.125,10.8
Giorgos Athanasiadis ,190 cm,88 kg,Right,"April 7, 1993",30,GK,74,74,2800000.0,11.5,78,11.0,11.0,35.166666666666664,16.0,42.857142857142854,14.75,73.4
Andrea Colpani ,184 cm,75 kg,Left,"May 11, 1999",24,"CM, CAM, CF",74,81,4800000.0,33.0,11,76.5,65.0,65.33333333333333,74.0,71.57142857142857,65.75,9.6
Costinha ,181 cm,76 kg,Right,"March 26, 2000",23,"RWB, RB",74,81,4400000.0,7.3,8,69.0,72.5,66.66666666666667,67.33333333333333,70.14285714285714,53.125,12.4
Quinten Timber ,179 cm,71 kg,Right,"June 17, 2001",22,"CM, CAM, CDM",74,83,4900000.0,12.5,8,77.5,71.5,72.83333333333333,69.66666666666667,78.57142857142857,57.375,8.8
Rodrigo Zalazar ,178 cm,78 kg,Right,"Aug. 12, 1999",24,"CM, CAM",74,80,4800000.0,11.5,12,78.5,63.5,69.66666666666667,72.0,76.71428571428571,65.125,8.0
Guga Rodrigues ,170 cm,61 kg,Right,"July 18, 1997",26,CM,74,77,4600000.0,8.9,8,74.5,67.5,70.66666666666667,76.0,70.85714285714286,65.5,11.0
Chris Richards ,188 cm,87 kg,Right,"March 28, 2000",23,CB,74,79,4200000.0,25.5,6,54.5,77.0,59.333333333333336,61.666666666666664,68.57142857142857,35.0,8.8
Pathé Ciss ,186 cm,71 kg,Right,"March 16, 1994",29,CDM,74,74,3600000.0,17.0,13,64.5,73.0,67.66666666666667,64.33333333333333,70.85714285714286,48.5,11.2
Gustav Isaksen ,178 cm,65 kg,Left,"April 19, 2001",22,"RW, ST, CF",74,82,5000000.0,35.0,6,76.0,34.5,61.666666666666664,63.333333333333336,74.14285714285714,61.875,8.0
Ian Maatsen ,168 cm,57 kg,Left,"March 10, 2002",21,"LB, LWB",74,83,4500000.0,47.0,9,74.0,71.0,68.83333333333333,69.0,76.14285714285714,57.25,11.0
Victor Boniface ,193 cm,85 kg,Right,"Dec. 23, 2000",22,ST,74,81,5000000.0,37.0,12,72.0,28.5,64.66666666666667,58.0,74.28571428571429,69.125,9.0
Filip Panák ,188 cm,77 kg,Right,"Nov. 2, 1995",28,"CB, CDM",74,75,3900000.0,14.0,5,71.5,70.5,71.66666666666667,66.66666666666667,69.42857142857143,53.75,10.2
Armel Bella Kotchap ,190 cm,87 kg,Right,"Dec. 11, 2001",22,CB,74,82,4400000.0,24.0,13,49.5,74.5,56.333333333333336,53.666666666666664,72.57142857142857,31.625,10.4
Agustín Palavecino ,179 cm,74 kg,Right,"Nov. 9, 1996",27,"CM, CAM",74,75,4600000.0,16.5,9,77.0,67.5,71.66666666666667,73.0,72.85714285714286,68.625,12.0
Brenden Aaronson ,177 cm,66 kg,Right,"Oct. 22, 2000",23,"CAM, RM, CM",74,82,5000000.0,32.0,13,78.5,53.0,66.5,67.33333333333333,74.42857142857143,61.625,10.4
Unai Vencedor ,176 cm,71 kg,Right,"Nov. 15, 2000",23,"CM, CDM",74,78,4900000.0,19.0,13,73.5,75.0,72.16666666666667,71.33333333333333,71.42857142857143,66.875,10.0
Iván Martín ,178 cm,70 kg,Left,"Feb. 14, 1999",24,"CM, RM, CAM",74,80,4800000.0,19.0,6,79.0,64.0,68.0,74.66666666666667,65.42857142857143,65.375,8.4
Robert Rojas ,176 cm,75 kg,Right,"April 30, 1996",27,"RB, CB",74,75,4100000.0,15.0,6,63.5,73.0,68.66666666666667,66.66666666666667,78.71428571428571,53.75,11.4
Nicolás Capaldo ,177 cm,73 kg,Right,"Sept. 14, 1998",25,"CM, RB",74,79,4800000.0,14.5,11,73.0,71.0,73.16666666666667,72.0,77.85714285714286,63.375,10.0
Aihen Muñoz ,175 cm,68 kg,Left,"Aug. 16, 1997",26,LB,74,77,4200000.0,22.5,15,73.0,71.5,72.16666666666667,72.66666666666667,72.28571428571429,52.375,11.8
Lassina Traoré ,183 cm,90 kg,Right,"Jan. 12, 2001",22,ST,74,82,5000000.0,14.5,10,69.5,23.5,61.0,52.333333333333336,77.42857142857143,64.625,11.6
Adam Bareiro ,184 cm,84 kg,Right,"July 26, 1996",27,ST,74,74,4700000.0,14.5,14,73.0,34.5,62.166666666666664,53.0,73.14285714285714,66.25,11.8
Daizen Maeda ,173 cm,68 kg,Right,"Oct. 20, 1997",26,"LW, ST",74,74,4700000.0,44.0,12,72.0,47.5,66.66666666666667,60.666666666666664,82.0,68.875,8.0
César Huerta ,171 cm,67 kg,Right,"Dec. 3, 2000",23,"LW, LM",74,80,4800000.0,31.25,12,77.5,60.5,54.666666666666664,71.33333333333333,78.0,64.5,9.6
Silas ,189 cm,82 kg,Right,"Oct. 6, 1998",25,"RM, ST",74,80,4900000.0,18.5,11,80.5,44.5,64.33333333333333,61.0,77.71428571428571,62.75,10.8
Hassan Tombakti ,182 cm,74 kg,Right,"Feb. 9, 1999",24,CB,74,79,4200000.0,25.0,10,62.5,76.0,61.0,62.333333333333336,78.57142857142857,40.125,12.2
Víctor Gómez ,169 cm,68 kg,Right,"April 1, 2000",23,"RB, RWB, LB",74,82,4400000.0,10.0,6,72.5,66.5,69.5,73.33333333333333,76.14285714285714,54.5,10.0
Pietro Beruatto ,184 cm,76 kg,Left,"Dec. 21, 1998",24,LB,74,80,4400000.0,4.4,12,66.0,77.0,52.666666666666664,64.0,69.42857142857143,49.625,10.6
Montassar Talbi ,190 cm,81 kg,Right,"May 26, 1998",25,CB,74,79,4100000.0,18.0,14,56.5,77.0,55.5,42.666666666666664,67.14285714285714,37.375,10.6
Ersin Destanoğlu ,195 cm,88 kg,Right,"Jan. 1, 2001",22,GK,74,79,3700000.0,13.5,74,13.0,12.5,30.166666666666668,14.666666666666666,39.714285714285715,15.125,73.8
Toma Bašić ,190 cm,82 kg,Left,"Nov. 25, 1996",27,"CM, CDM",74,76,4600000.0,37.0,7,74.5,72.0,73.16666666666667,74.33333333333333,66.42857142857143,69.0,10.4
Michal Sadílek ,169 cm,65 kg,Left,"May 31, 1999",24,"CDM, CM, LB",74,79,4300000.0,8.8,15,72.0,72.0,69.5,71.33333333333333,70.57142857142857,63.25,12.0
Stoichkov ,178 cm,71 kg,Right,"Nov. 5, 1993",30,"LM, CAM, ST",74,74,4100000.0,10.5,10,75.5,52.5,62.666666666666664,68.0,73.42857142857143,69.75,9.0
Denys Popov ,185 cm,81 kg,Right,"Feb. 17, 1999",24,CB,74,83,4200000.0,12.0,9,56.5,74.5,56.833333333333336,53.333333333333336,65.85714285714286,38.5,10.2
Yassine Benrahou ,172 cm,68 kg,Left,"Jan. 24, 1999",24,"CAM, RM, ST",74,79,4900000.0,13.5,14,78.5,45.0,59.833333333333336,72.0,73.42857142857143,66.75,11.2
Petar Musa ,190 cm,82 kg,Right,"March 4, 1998",25,ST,74,79,4800000.0,12.5,6,70.0,34.0,65.83333333333333,59.0,76.42857142857143,68.75,10.4
Pavel Bucha ,177 cm,73 kg,Right,"March 11, 1998",25,"CDM, CM, CAM",74,78,4100000.0,13.5,12,75.0,68.0,72.83333333333333,74.0,73.28571428571429,67.625,9.8
Kevin Behrens ,185 cm,85 kg,Right,"Feb. 3, 1991",32,ST,74,74,3400000.0,31.0,7,65.5,37.0,65.66666666666667,48.666666666666664,75.14285714285714,65.125,8.6
Martin Erlić ,192 cm,88 kg,Right,"Jan. 24, 1998",25,CB,74,77,4100000.0,13.5,8,53.0,76.0,58.666666666666664,53.666666666666664,60.57142857142857,40.375,9.2
Nikola Moro ,185 cm,77 kg,Right,"March 12, 1998",25,"CDM, CM",74,81,4100000.0,23.5,11,75.0,69.5,70.5,73.66666666666667,71.85714285714286,69.25,10.4
Jonathan Burkardt ,181 cm,79 kg,Right,"July 11, 2000",23,"ST, CF",74,82,5000000.0,19.5,14,78.0,35.5,66.33333333333333,65.33333333333333,78.0,65.75,10.4
Andriy Lunin ,192 cm,87 kg,Right,"Feb. 11, 1999",24,GK,74,81,3600000.0,60.0,75,13.0,12.0,40.166666666666664,22.0,41.142857142857146,17.625,73.0
Iñigo Vicente ,178 cm,70 kg,Right,"Jan. 6, 1998",25,"LM, CAM",74,77,4700000.0,8.9,15,75.5,48.5,63.5,75.0,67.71428571428571,63.0,11.0
Djed Spence ,185 cm,71 kg,Right,"Aug. 9, 2000",23,"RB, RWB",74,83,4500000.0,45.0,6,75.0,68.5,60.666666666666664,64.66666666666667,75.57142857142857,42.125,9.0
Ryan Giles ,183 cm,72 kg,Left,"Jan. 26, 2000",23,"LWB, LB",74,79,4400000.0,30.0,8,72.0,66.0,64.16666666666667,73.0,77.71428571428571,59.25,8.2
Marcus Holmgren Pedersen ,178 cm,76 kg,Right,"June 16, 2000",23,"RB, LB",74,80,4400000.0,11.5,11,71.0,71.5,64.0,70.33333333333333,79.57142857142857,48.625,10.4
Lucas Perrin ,188 cm,81 kg,Right,"Nov. 19, 1998",25,"CB, LB",74,77,4200000.0,16.0,8,62.5,76.5,57.0,58.666666666666664,56.714285714285715,41.25,11.2
Luca Pellegrini ,178 cm,72 kg,Left,"March 7, 1999",24,"LB, LWB, LM",74,78,4400000.0,55.0,5,76.5,74.0,66.16666666666667,72.33333333333333,68.14285714285714,55.0,7.4
Joe Scally ,184 cm,80 kg,Right,"Dec. 31, 2002",20,RB,74,80,4300000.0,15.5,10,70.0,74.5,65.33333333333333,65.33333333333333,76.57142857142857,43.5,9.8
Neco Williams ,183 cm,72 kg,Right,"April 13, 2001",22,"RWB, RB, LWB",74,81,4500000.0,38.0,15,72.5,71.0,64.0,71.66666666666667,69.71428571428571,48.375,11.4
Hugo Duro ,177 cm,70 kg,Left,"Nov. 10, 1999",24,ST,74,79,4900000.0,26.5,15,73.0,35.0,62.333333333333336,65.33333333333333,72.85714285714286,67.5,11.4
Lukáš Masopust ,179 cm,76 kg,Right,"Feb. 12, 1993",30,"RM, RB, CB",74,74,4100000.0,15.5,10,74.5,67.5,71.83333333333333,70.33333333333333,78.28571428571429,64.625,8.0
Klauss ,190 cm,84 kg,Right,"March 1, 1997",26,ST,74,77,4700000.0,8.7,13,68.5,24.0,66.16666666666667,62.0,69.28571428571429,68.25,8.6
Linton Maina ,173 cm,70 kg,Right,"June 23, 1999",24,"LM, RM, ST",74,79,4900000.0,20.5,8,74.5,26.5,57.166666666666664,67.66666666666667,75.42857142857143,55.125,11.0
Paul Jaeckel ,186 cm,83 kg,Right,"July 22, 1998",25,CB,74,78,4200000.0,22.0,15,50.0,76.5,62.5,52.666666666666664,67.0,40.375,11.2
Mark McKenzie ,184 cm,83 kg,Right,"Feb. 25, 1999",24,CB,74,79,4200000.0,11.5,10,62.5,75.5,60.833333333333336,55.0,76.57142857142857,36.0,10.2
Neto Borges ,185 cm,84 kg,Left,"Sept. 13, 1996",27,LWB,74,75,4200000.0,15.5,10,73.0,69.5,69.66666666666667,67.66666666666667,73.28571428571429,46.875,9.4
Chris Ramos ,190 cm,82 kg,Right,"Jan. 18, 1997",26,"ST, LM, RM",74,75,4700000.0,27.0,7,74.5,24.5,52.833333333333336,63.333333333333336,73.42857142857143,67.375,9.0
Monchu ,173 cm,68 kg,Right,"Sept. 13, 1999",24,"CM, CDM",74,80,4800000.0,9.3,11,72.5,69.5,69.16666666666667,72.66666666666667,69.85714285714286,64.5,9.2
Federico Gattoni ,183 cm,79 kg,Right,"Feb. 16, 1999",24,CB,74,80,4200000.0,17.0,11,64.5,76.0,64.5,61.0,72.0,57.625,9.8
Albert Sambi Lokonga ,183 cm,73 kg,Right,"Oct. 22, 1999",24,"CDM, CM",74,80,4300000.0,55.0,9,78.5,69.5,72.66666666666667,74.0,67.85714285714286,60.375,9.8
Manu Morlanes ,178 cm,75 kg,Right,"Jan. 12, 1999",24,"CDM, CM",74,80,4300000.0,17.0,14,73.0,68.5,70.66666666666667,74.33333333333333,69.71428571428571,64.5,10.6
Ben Johnson ,180 cm,69 kg,Right,"Jan. 24, 2000",23,"RB, LB, CB",74,80,4400000.0,39.0,9,67.5,73.0,62.666666666666664,66.33333333333333,72.0,43.625,11.2
Mohamed Bayo ,188 cm,76 kg,Right,"June 4, 1998",25,ST,74,78,4800000.0,27.5,14,75.0,17.5,57.666666666666664,56.666666666666664,66.42857142857143,70.25,11.6
Sergio Gómez ,171 cm,68 kg,Left,"Sept. 4, 2000",23,LB,74,83,4500000.0,65.0,10,75.5,71.0,72.66666666666667,73.66666666666667,71.85714285714286,69.25,9.6
Saad Bguir ,175 cm,67 kg,Left,"March 22, 1994",29,"CAM, RM, RW",74,74,4100000.0,13.5,6,76.5,35.5,61.333333333333336,72.0,71.0,67.25,8.8
Yann Aurel Bisseck ,196 cm,87 kg,Right,"Nov. 29, 2000",23,CB,74,84,4400000.0,42.0,11,68.5,72.5,62.833333333333336,62.666666666666664,76.0,49.625,7.8
Patric Pfeiffer ,196 cm,91 kg,Right,"Aug. 20, 1999",24,CB,74,79,4200000.0,18.5,11,59.5,73.0,58.166666666666664,53.0,66.42857142857143,39.25,11.2
David Martínez ,182 cm,76 kg,Left,"Jan. 21, 1998",25,"CB, LB",74,77,4100000.0,14.5,7,65.5,72.5,69.5,68.0,75.42857142857143,60.375,9.4
Timothy Weah ,182 cm,66 kg,Right,"Feb. 22, 2000",23,"RM, LB, RB",74,81,4900000.0,60.0,14,74.5,62.0,68.16666666666667,67.0,79.14285714285714,65.875,11.4
Moritz Jenz ,190 cm,86 kg,Right,"April 30, 1999",24,CB,74,79,4200000.0,27.5,8,55.0,75.5,58.5,54.666666666666664,67.71428571428571,33.125,10.6
Calvin Bassey ,185 cm,76 kg,Left,"Dec. 31, 1999",23,"CB, LB",74,82,4200000.0,45.0,7,65.0,74.5,64.5,64.66666666666667,81.85714285714286,50.125,7.2
Junior Firpo ,184 cm,78 kg,Left,"Aug. 22, 1996",27,"LB, LWB",74,74,4200000.0,33.0,14,71.0,73.0,70.0,69.33333333333333,70.28571428571429,57.75,9.8
Armando Obispo ,185 cm,79 kg,Left,"March 5, 1999",24,CB,74,78,4200000.0,12.0,8,66.0,73.0,60.333333333333336,63.0,75.57142857142857,48.5,10.6
Alexander Meyer ,195 cm,88 kg,Right,"April 13, 1991",32,GK,74,74,2100000.0,25.0,75,18.0,9.5,30.5,24.333333333333332,43.0,15.625,73.2
Tomás Chancalay ,179 cm,76 kg,Right,"Jan. 1, 1999",24,"LM, RM",74,77,4900000.0,14.5,8,74.0,40.0,62.833333333333336,70.66666666666667,75.0,69.375,8.2
Ludovit Reis ,178 cm,78 kg,Right,"June 1, 2000",23,"CM, CDM",74,80,4800000.0,22.0,7,78.0,67.5,71.5,68.0,74.71428571428571,56.75,11.4
Leonardo Morales ,180 cm,72 kg,Right,"April 11, 1991",32,CB,74,74,2700000.0,14.0,11,62.5,74.5,63.166666666666664,56.333333333333336,74.28571428571429,39.0,11.0
Ander Guevara ,180 cm,73 kg,Right,"July 7, 1997",26,"CM, CDM",74,77,4600000.0,19.5,14,71.0,74.5,72.33333333333333,71.33333333333333,61.42857142857143,57.25,13.0
Jan-Niklas Beste ,175 cm,66 kg,Left,"Jan. 4, 1999",24,LM,74,77,4900000.0,22.0,8,73.5,61.0,65.83333333333333,70.66666666666667,76.0,61.25,10.0
Brenner ,175 cm,70 kg,Right,"Jan. 16, 2000",23,ST,74,79,4900000.0,14.5,8,77.0,27.0,57.666666666666664,62.333333333333336,73.28571428571429,66.625,10.0
Calero ,183 cm,71 kg,Right,"Sept. 14, 1995",28,"CB, CDM, RB",74,75,3900000.0,9.1,7,67.5,74.5,68.33333333333333,68.0,68.85714285714286,48.0,10.4
Elvis Rexhbeçaj ,182 cm,78 kg,Left,"Nov. 1, 1997",26,"CM, CDM",74,77,4600000.0,22.5,14,75.5,70.5,71.83333333333333,73.0,69.42857142857143,58.375,10.6
Rominigue Kouamé ,177 cm,68 kg,Left,"Dec. 17, 1996",26,"CM, CDM",74,76,4600000.0,24.5,11,74.5,70.0,72.5,70.33333333333333,75.0,54.375,8.4
Danilo ,174 cm,68 kg,Right,"April 7, 1999",24,"ST, CF",74,78,4900000.0,41.0,11,73.5,16.0,59.166666666666664,55.0,77.14285714285714,70.0,9.4
Georgios Giakoumakis ,185 cm,84 kg,Right,"Dec. 9, 1994",29,ST,74,74,4300000.0,9.0,13,66.0,21.5,60.333333333333336,46.333333333333336,72.28571428571429,68.0,10.2
Jakub Moder ,188 cm,78 kg,Right,"April 7, 1999",24,"CM, CDM, LM",74,80,4800000.0,50.0,6,73.5,69.0,72.0,73.33333333333333,67.14285714285714,68.0,12.4
Jesús Angulo ,179 cm,81 kg,Left,"Jan. 30, 1998",25,"CB, LB, LWB",74,80,4700000.0,27.2,12,69.5,76.0,65.33333333333333,69.0,76.28571428571429,51.625,10.2
